,url,address,title,area,bedrooms,bathrooms,garages,price,date
4252,vivareal.com/imovel/apartamento-2-quartos-jardim-cidade-de-florianopolis-bairros-sao-jose-com-garagem-55m2-venda-RS215000-id-2517814100/,"Rua Hidalgo Araújo - Jardim Cidade de Florianópolis, São José - SC","Apartamento com 2 Quartos à Venda, 55m²
",55,2,1,1,215000,2021-04-28 
4253,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-65m2-venda-RS402000-id-2488107838/,"Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 65m²
",65,2,1,1,402000,2021-04-28 
4254,vivareal.com/imovel/apartamento-2-quartos-ponta-de-baixo-bairros-sao-jose-com-garagem-47m2-venda-RS180000-id-2501437685/,"Rua Frederico Afonso - Ponta de Baixo, São José - SC","Apartamento com 2 Quartos à Venda, 47m²
",47,2,1,1,180000,2021-04-28 
4255,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-70m2-venda-RS255000-id-2514140673/,"Rua Elizeu Di Bernardi, 549 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 70m²
",70,2,1,1,255000,2021-04-28 
4256,vivareal.com/imovel/apartamento-2-quartos-bela-vista-bairros-sao-jose-com-garagem-51m2-venda-RS155000-id-2495383374/,"Avenida Osvaldo José do Amaral, 220 - Bela Vista, São José - SC","Apartamento com 2 Quartos à Venda, 51m²
",51,2,1,1,155000,2021-04-28 
4257,vivareal.com/imovel/apartamento-2-quartos-serraria-bairros-sao-jose-com-garagem-66m2-venda-RS220000-id-2510425377/,"Travessa Hercílio José Corrêa, 110 - Serraria, São José - SC","Apartamento com 2 Quartos à Venda, 66m²
",66,2,1,1,220000,2021-04-28 
4258,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-126m2-venda-RS700000-id-2495533285/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 126m²
",126,3,1,1,700000,2021-04-28 
4259,vivareal.com/imovel/apartamento-2-quartos-flor-de-napolis-bairros-sao-jose-com-garagem-70m2-venda-RS289000-id-2516457174/,"Rua Santa Bárbara - Flor de Napolis, São José - SC","Apartamento com 2 Quartos à Venda, 70m²
",70,2,1,1,289000,2021-04-28 
4260,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-77m2-venda-RS360000-id-2503198996/,"Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 77m²
",77,2,2,1,360000,2021-04-28 
4261,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-81m2-venda-RS350000-id-2516882601/,"Rua Vereador Walter Borges - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 81m²
",81,2,2,1,350000,2021-04-28 
4262,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-110m2-venda-RS649000-id-2505707294/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 110m²
",110,3,2,2,649000,2021-04-28 
4263,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-112m2-venda-RS850000-id-2497469388/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 112m²
",112,3,4,2,850000,2021-04-28 
4264,vivareal.com/imovel/apartamento-2-quartos-serraria-bairros-sao-jose-com-garagem-63m2-venda-RS185000-id-2482988147/,"Serraria, São José - SC","Apartamento com 2 Quartos à Venda, 63m²
",63,2,1,1,185000,2021-04-28 
4265,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-101m2-venda-RS535000-id-2482987607/,"Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 101m²
",101,3,1,1,535000,2021-04-28 
4266,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-75m2-venda-RS270000-id-2515202870/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 75m²
",75,3,1,1,270000,2021-04-28 
4267,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-88m2-venda-RS480000-id-2509127718/,"Rua Professora Maria do Carmo Souza, 0 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 88m²
",88,3,2,1,480000,2021-04-28 
4268,vivareal.com/imovel/apartamento-2-quartos-areias-bairros-sao-jose-com-garagem-65m2-venda-RS192000-id-2518164087/,"Areias, São José - SC","Apartamento com 2 Quartos à Venda, 65m²
",65,2,1,1,192000,2021-04-28 
4269,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-126m2-venda-RS480000-id-80275891/,"Rua Osni João Vieira, 1 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 126m²
",126,3,3,1,480000,2021-04-28 
4270,vivareal.com/imovel/apartamento-2-quartos-forquilhas-bairros-sao-jose-com-garagem-55m2-venda-RS200000-id-2518213274/,"Forquilhas, São José - SC","Apartamento com 2 Quartos à Venda, 55m²
",55,2,1,1,200000,2021-04-28 
4271,vivareal.com/imovel/apartamento-2-quartos-bela-vista-bairros-sao-jose-com-garagem-77m2-venda-RS344990-id-2494069085/,"Bela Vista, São José - SC","Apartamento com 2 Quartos à Venda, 77m²
",77,2,2,1,344990,2021-04-28 
4272,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-93m2-venda-RS650000-id-2510832387/,"Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 93m²
",93,2,2,1,650000,2021-04-28 
4273,vivareal.com/imovel/apartamento-2-quartos-nossa-senhora-do-rosario-bairros-sao-jose-com-garagem-81m2-venda-RS438000-id-2494563280/,"Nossa Senhora do Rosário, São José - SC","Apartamento com 2 Quartos à Venda, 81m²
",81,2,1,1,438000,2021-04-28 
4274,vivareal.com/imovel/apartamento-2-quartos-sertao-do-maruim-bairros-sao-jose-com-garagem-48m2-venda-RS115000-id-2501436169/,"Rua Jorge José Zimmermann - Sertao do Maruim, São José - SC","Apartamento com 2 Quartos à Venda, 48m²
",48,2,1,1,115000,2021-04-28 
4275,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-85m2-venda-RS477000-id-2485078187/,"Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 85m²
",85,2,2,1,477000,2021-04-28 
4276,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-76m2-venda-RS325639-id-2494366183/,"Rua Mar Del Plata - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 76m²
",76,2,1,1,325639,2021-04-28 
4277,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-73m2-venda-RS381600-id-2500894919/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 73m²
",73,3,1,1,381600,2021-04-28 
4278,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-98m2-venda-RS255000-id-2515203978/,"Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 98m²
",98,3,1,1,255000,2021-04-28 
4279,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-115m2-venda-RS828400-id-2513492091/,"Avenida Cruz e Souza, 210 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 115m²
",115,3,4,2,828400,2021-04-28 
4280,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-94m2-venda-RS470000-id-2485506641/,"Rua João Saturnino Ouriques, 600 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 94m²
",94,3,2,1,470000,2021-04-28 
4281,vivareal.com/imovel/apartamento-3-quartos-serraria-bairros-sao-jose-com-garagem-64m2-venda-RS210000-id-2517394096/,"Serraria, São José - SC","Apartamento com 3 Quartos à Venda, 64m²
",64,3,1,1,210000,2021-04-28 
4282,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-138m2-venda-RS850000-id-2482748775/,"Rua Osni João Vieira, 225 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 138m²
",138,3,4,2,850000,2021-04-28 
4283,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-73m2-venda-RS235000-id-2484754640/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 73m²
",73,3,1,1,235000,2021-04-28 
4284,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-87m2-venda-RS433900-id-2442167080/,"Rua Dom Pedro II - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 87m²
",87,3,2,1,433900,2021-04-28 
4285,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-94m2-venda-RS595000-id-2446013901/,"Rua João Saturnino Ouriques - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 94m²
",94,3,2,2,595000,2021-04-28 
4286,vivareal.com/imovel/apartamento-4-quartos-kobrasol-bairros-sao-jose-com-garagem-253m2-venda-RS2630000-id-2517299428/,"Kobrasol, São José - SC","Apartamento com 4 Quartos à Venda, 253m²
",253,4,1,2,2630000,2021-04-28 
4287,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-86m2-venda-RS450000-id-2492710639/,"Avenida Brigadeiro da Silva Paes - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 86m²
",86,2,2,1,450000,2021-04-28 
4288,vivareal.com/imovel/apartamento-3-quartos-jardim-cidade-de-florianopolis-bairros-sao-jose-com-garagem-86m2-venda-RS432000-id-2518041880/,"Jardim Cidade de Florianópolis, São José - SC","Apartamento com 3 Quartos à Venda, 86m²
",86,3,1,1,432000,2021-04-28 
4289,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-150m2-venda-RS893829-id-2486597107/,"Rua Vereador Walter Borges, 1 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 150m²
",150,3,2,2,893829,2021-04-28 
4290,vivareal.com/imovel/apartamento-2-quartos-serraria-bairros-sao-jose-com-garagem-56m2-venda-RS165000-id-2493058660/,"Rua Wenceslau Evaristo Silva, 65 - Serraria, São José - SC","Apartamento com 2 Quartos à Venda, 56m²
",56,2,1,1,165000,2021-04-28 
4291,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-74m2-venda-RS390000-id-2514138392/,"Rua Francisco Pedro Machado, 597 - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 74m²
",74,2,2,2,390000,2021-04-28 
4292,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-82m2-venda-RS503000-id-2497785186/,"Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 82m²
",82,2,2,1,503000,2021-04-28 
4293,vivareal.com/imovel/apartamento-1-quartos-serraria-bairros-sao-jose-com-garagem-46m2-venda-RS170000-id-2428712505/,"Travessa Hercílio José Corrêa - Serraria, São José - SC","Apartamento com  Quarto à Venda, 46m²
",46,1,1,1,170000,2021-04-28 
4294,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-83m2-venda-RS476000-id-2439116879/,"Rua Vereador Mário Coelho Pires, 305 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 83m²
",83,2,2,1,476000,2021-04-28 
4295,vivareal.com/imovel/apartamento-3-quartos-floresta-bairros-sao-jose-com-garagem-126m2-venda-RS605429-id-2512709853/,"Floresta, São José - SC","Apartamento com 3 Quartos à Venda, 126m²
",126,3,1,1,605429,2021-04-28 
4296,vivareal.com/imovel/apartamento-3-quartos-floresta-bairros-sao-jose-com-garagem-75m2-venda-RS360000-id-2510338094/,"Floresta, São José - SC","Apartamento com 3 Quartos à Venda, 75m²
",75,3,2,1,360000,2021-04-28 
4297,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-128m2-venda-RS650000-id-2486598187/,"Rua Moura, 319 - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 128m²
",128,3,1,2,650000,2021-04-28 
4298,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-81m2-venda-RS520000-id-2501309479/,"Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 81m²
",81,2,2,1,520000,2021-04-28 
4299,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-60m2-venda-RS190000-id-2508279878/,"Rua Professor Antônio Philiphi, 12 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 60m²
",60,2,1,--,190000,2021-04-28 
4300,vivareal.com/imovel/apartamento-3-quartos-areias-bairros-sao-jose-com-garagem-110m2-venda-RS305000-id-2516152186/,"Areias, São José - SC","Apartamento com 3 Quartos à Venda, 110m²
",110,3,2,1,305000,2021-04-28 
4301,vivareal.com/imovel/apartamento-3-quartos-sao-luiz-bairros-sao-jose-com-garagem-65m2-venda-RS179000-id-2485349995/,"Rua Docilicio Luz, 52 - São Luiz, São José - SC","Apartamento com 3 Quartos à Venda, 65m²
",65,3,1,34,179000,2021-04-28 
4302,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-75m2-venda-RS340785-id-2480702739/,"Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 75m²
",75,2,2,1,340785,2021-04-28 
4303,vivareal.com/imovel/apartamento-2-quartos-serraria-bairros-sao-jose-com-garagem-65m2-venda-RS175000-id-2512523158/,"Rua Josefina Borsatto - Serraria, São José - SC","Apartamento com 2 Quartos à Venda, 65m²
",65,2,1,2,175000,2021-04-28 
4304,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-104m2-venda-RS480000-id-2492601400/,"Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 104m²
",104,3,1,1,480000,2021-04-28 
4305,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-86m2-venda-RS480000-id-2492778462/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 86m²
",86,3,1,1,480000,2021-04-28 
4306,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-63m2-venda-RS300000-id-2507352827/,"Rua Eugênio Portela - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 63m²
",63,2,2,1,300000,2021-04-28 
4307,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-116m2-venda-RS583000-id-2514622475/,"Rua Santo Antônio, 582 - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 116m²
",116,3,3,2,583000,2021-04-28 
4308,vivareal.com/imovel/apartamento-3-quartos-nossa-senhora-do-rosario-bairros-sao-jose-com-garagem-78m2-venda-RS199000-id-2517287483/,"Rua Walfrides W. Martins, 248 - Nossa Senhora do Rosário, São José - SC","Apartamento com 3 Quartos à Venda, 78m²
",78,3,1,1,199000,2021-04-28 
4309,vivareal.com/imovel/apartamento-3-quartos-areias-bairros-sao-jose-com-garagem-71m2-venda-RS192000-id-2497785185/,"Areias, São José - SC","Apartamento com 3 Quartos à Venda, 71m²
",71,3,1,1,192000,2021-04-28 
4310,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-93m2-venda-RS420000-id-2488108866/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 93m²
",93,3,1,1,420000,2021-04-28 
4311,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-131m2-venda-RS711366-id-2490995832/,"Rua Tiradentes - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 131m²
",131,3,2,2,711366,2021-04-28 
4312,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-73m2-venda-RS470000-id-2509702988/,"Rua Caetano José Ferreira, 387 - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 73m²
",73,2,2,1,470000,2021-04-28 
4313,vivareal.com/imovel/apartamento-2-quartos-forquilhas-bairros-sao-jose-com-garagem-43m2-venda-RS171900-id-2511808654/,"Forquilhas, São José - SC","Apartamento com 2 Quartos à Venda, 43m²
",43,2,1,1,171900,2021-04-28 
4314,vivareal.com/imovel/apartamento-2-quartos-praia-comprida-bairros-sao-jose-61m2-venda-RS245000-id-2468309219/,"Rua Gentil Sandin - Praia Comprida, São José - SC","Apartamento com 2 Quartos à Venda, 61m²
",61,2,1,--,245000,2021-04-28 
4315,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-114m2-venda-RS641403-id-2490997535/,"Rua Tiradentes - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 114m²
",114,3,2,2,641403,2021-04-28 
4316,vivareal.com/imovel/apartamento-2-quartos-centro-bairros-sao-jose-com-garagem-91m2-venda-RS700000-id-2513376798/,"Rua Getúlio Vargas - Centro, São José - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,2,2,700000,2021-04-28 
4317,vivareal.com/imovel/apartamento-4-quartos-kobrasol-bairros-sao-jose-com-garagem-137m2-venda-RS590000-id-2455314876/,"Rua Jaime Arruda Ramos - Kobrasol, São José - SC","Apartamento com 4 Quartos à Venda, 137m²
",137,4,4,1,590000,2021-04-28 
4318,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-150m2-venda-RS920000-id-2500616377/,"Avenida Cruz e Souza - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 150m²
",150,3,4,2,920000,2021-04-28 
4319,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-72m2-venda-RS315000-id-2511636004/,"Rua Nossa Senhora Aparecida - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 72m²
",72,2,1,1,315000,2021-04-28 
4320,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-107m2-venda-RS765000-id-2512615964/,"Rua Osni João Vieira - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 107m²
",107,3,4,2,765000,2021-04-28 
4321,vivareal.com/imovel/apartamento-2-quartos-forquilhas-bairros-sao-jose-com-garagem-44m2-venda-RS159000-id-2501378889/,"Forquilhas, São José - SC","Apartamento com 2 Quartos à Venda, 44m²
",44,2,1,1,159000,2021-04-28 
4322,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-93m2-venda-RS420000-id-2487564293/,"Avenida Farroupilha, 100 - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 93m²
",93,3,2,1,420000,2021-04-28 
4323,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-55m2-venda-RS255000-id-2488588232/,"Rua Nossa Senhora Aparecida, 100 - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 55m²
",55,2,1,1,255000,2021-04-28 
4324,vivareal.com/imovel/apartamento-2-quartos-areias-bairros-sao-jose-com-garagem-62m2-venda-RS169000-id-2495557499/,"Rua Joice Cecília Correia, 99 - Areias, São José - SC","Apartamento com 2 Quartos à Venda, 62m²
",62,2,1,1,169000,2021-04-28 
4325,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-65m2-venda-RS222000-id-1802625492/,"Avenida Presidente Nereu Ramos - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 65m²
",65,2,1,1,222000,2021-04-28 
4326,vivareal.com/imovel/apartamento-2-quartos-praia-comprida-bairros-sao-jose-com-garagem-53m2-venda-RS199000-id-2505757792/,"Rua Expedicionário, 186 - Praia Comprida, São José - SC","Apartamento com 2 Quartos à Venda, 53m²
",53,2,1,1,199000,2021-04-28 
4327,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-97m2-venda-RS599071-id-2499284209/,"Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 97m²
",97,2,3,1,599071,2021-04-28 
4328,vivareal.com/imovel/apartamento-2-quartos-potecas-bairros-sao-jose-com-garagem-66m2-venda-RS133000-id-2517458923/,"Potecas, São José - SC","Apartamento com 2 Quartos à Venda, 66m²
",66,2,1,1,133000,2021-04-28 
4329,vivareal.com/imovel/apartamento-2-quartos-serraria-bairros-sao-jose-com-garagem-46m2-venda-RS115000-id-2517989491/,"Serraria, São José - SC","Apartamento com 2 Quartos à Venda, 46m²
",46,2,1,1,115000,2021-04-28 
4330,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-100m2-venda-RS380000-id-2507534431/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 100m²
",100,3,2,1,380000,2021-04-28 
4331,vivareal.com/imovel/apartamento-2-quartos-serraria-bairros-sao-jose-com-garagem-67m2-venda-RS160000-id-2493540003/,"Rua César Zuchinalli, 12 - Serraria, São José - SC","Apartamento com 2 Quartos à Venda, 67m²
",67,2,1,1,160000,2021-04-28 
4332,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-90m2-venda-RS373000-id-2502039717/,"Rua Coronel Américo, 225 - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 90m²
",90,3,2,1,373000,2021-04-28 
4333,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-113m2-venda-RS430000-id-2517513444/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 113m²
",113,3,3,1,430000,2021-04-28 
4334,vivareal.com/imovel/apartamento-2-quartos-real-parque-bairros-sao-jose-com-garagem-57m2-venda-RS140000-id-2509335090/,"Real Parque, São José - SC","Apartamento com 2 Quartos à Venda, 57m²
",57,2,1,1,140000,2021-04-28 
4335,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-80m2-venda-RS425000-id-2516459416/,"Rua João Correia Sobrinho - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 80m²
",80,2,2,1,425000,2021-04-28 
4336,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-130m2-venda-RS750000-id-2487502319/,"Rua Elizeu Di Bernardi, 200 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 130m²
",130,3,2,1,750000,2021-04-28 
4337,vivareal.com/imovel/apartamento-2-quartos-areias-bairros-sao-jose-com-garagem-57m2-venda-RS320000-id-2512839127/,"Rua Paulo João dos Santos, 1635 - Areias, São José - SC","Apartamento com 2 Quartos à Venda, 57m²
",57,2,1,1,320000,2021-04-28 
4338,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-73m2-venda-RS390000-id-2508084592/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 73m²
",73,3,1,1,390000,2021-04-28 
4339,vivareal.com/imovel/apartamento-2-quartos-serraria-bairros-sao-jose-com-garagem-67m2-venda-RS169900-id-2509068297/,"Serraria, São José - SC","Apartamento com 2 Quartos à Venda, 67m²
",67,2,1,1,169900,2021-04-28 
4340,vivareal.com/imovel/apartamento-2-quartos-bela-vista-bairros-sao-jose-com-garagem-60m2-venda-RS229000-id-2515322702/,"Rua Manoel Loureiro - Bela Vista, São José - SC","Apartamento com 2 Quartos à Venda, 60m²
",60,2,1,1,229000,2021-04-28 
4341,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-73m2-venda-RS415000-id-2505045334/,"Rua Caetano José Ferreira, 387 - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 73m²
",73,2,2,1,415000,2021-04-28 
4342,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-92m2-venda-RS660000-id-2512155278/,"Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,2,660000,2021-04-28 
4343,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-92m2-venda-RS908000-id-2504248376/,"Rua Joaquim Maximiano Sarmento - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,1,908000,2021-04-28 
4344,vivareal.com/imovel/apartamento-2-quartos-areias-bairros-sao-jose-com-garagem-77m2-venda-RS208000-id-2508167600/,"Areias, São José - SC","Apartamento com 2 Quartos à Venda, 77m²
",77,2,2,1,208000,2021-04-28 
4345,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-76m2-venda-RS350000-id-2511586616/,"Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 76m²
",76,3,1,1,350000,2021-04-28 
4346,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-81m2-venda-RS509000-id-2478515834/,"Rua Antônio Scherer, 723 - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 81m²
",81,2,2,1,509000,2021-04-28 
4347,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-81m2-venda-RS509000-id-2494520928/,"Rua Antônio Scherer, 725 - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 81m²
",81,2,2,1,509000,2021-04-28 
4348,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-67m2-venda-RS337000-id-2501874219/,"Barreiros, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 67m²
",67,2,1,1,337000,2021-04-28 
4349,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-80m2-venda-RS325000-id-2516278526/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 80m²
",80,3,3,2,325000,2021-04-28 
4350,vivareal.com/imovel/apartamento-2-quartos-ipiranga-bairros-sao-jose-com-garagem-60m2-venda-RS225000-id-2514980139/,"Ipiranga, São José - SC","Apartamento com 2 Quartos à Venda, 60m²
",60,2,1,1,225000,2021-04-28 
4351,vivareal.com/imovel/apartamento-3-quartos-jardim-cidade-de-florianopolis-bairros-sao-jose-com-garagem-78m2-venda-RS399000-id-2476936305/,"Jardim Cidade de Florianópolis, São José - SC","Apartamento com 3 Quartos à Venda, 78m²
",78,3,2,2,399000,2021-04-28 
4352,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-78m2-venda-RS380000-id-2468390103/,"Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 78m²
",78,3,2,1,380000,2021-04-28 
4353,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-70m2-venda-RS296800-id-2500884346/,"Rua Manoel Loureiro, 509 - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 70m²
",70,2,2,1,296800,2021-04-28 
4354,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-129m2-venda-RS650000-id-2457410782/,"Rua Elizeu Di Bernardi - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 129m²
",129,3,4,1,650000,2021-04-28 
4355,vivareal.com/imovel/apartamento-3-quartos-ipiranga-bairros-sao-jose-com-garagem-64m2-venda-RS280000-id-2517152017/,"Ipiranga, São José - SC","Apartamento com 3 Quartos à Venda, 64m²
",64,3,1,1,280000,2021-04-28 
4356,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-153m2-venda-RS850000-id-2511467009/,"Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 153m²
",153,3,1,2,850000,2021-04-28 
4357,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-64m2-venda-RS320000-id-2490595880/,"Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 64m²
",64,2,1,1,320000,2021-04-28 
